area,path,title,description,product,words,updated
"vscode-extensions","vscode-extensions/auric-artisan-icon-hub/others/release-notes.md","Release notes","User-facing history of Auric Artisan Icon Hub.","VS Code extensions › Auric Artisan Icon Hub","300","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-icon-hub/others/related.md","Related extensions and comparison","How Icon Hub compares with Icon Studio, the Auric icon collections, File Icons, Emoji and the Icon Pack.","VS Code extensions › Auric Artisan Icon Hub","389","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/README.md","Auric Artisan Live","What Auric Artisan Live does, who it is for, how to install it and where to find every guide.","VS Code extensions › Auric Artisan Live","819","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/README.md","Auric Artisan Live guides","Contents of the Auric Artisan Live task guides and reference.","VS Code extensions › Auric Artisan Live","248","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/getting-started.md","Getting started with Auric Artisan Live","Install Auric Artisan Live, learn where each control lives, and run a first live-reload session.","VS Code extensions › Auric Artisan Live","1190","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/api-proxy-and-mocks.md","Proxy an API, mock endpoints and a REST database","Forward API paths to a backend, answer endpoints that do not exist yet, and serve a full REST API from a JSON file with Auric Live.","VS Code extensions › Auric Artisan Live","1616","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/browser-dashboard.md","Use the in-page browser dashboard","Open the Auric Live developer dashboard over a served page to see page health, network delivery, server state, storage, environment, requests and console messages.","VS Code extensions › Auric Artisan Live","1014","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/https-and-certificates.md","Serve over HTTPS","Serve your site over HTTPS with a generated or imported certificate, and make browsers and phones trust it.","VS Code extensions › Auric Artisan Live","622","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/inspect-requests.md","Inspect requests","See every request the Auric Live server handles, find slow or failing ones, and copy, replay or export them.","VS Code extensions › Auric Artisan Live","876","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/network-simulation.md","Simulate a slow network","Slow down every client of the Auric Live server, including a phone, to test how your site behaves on slow connections.","VS Code extensions › Auric Artisan Live","401","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/php-and-cgi.md","Run PHP sites","Run .php pages in Auric Live through php-cgi or the PHP built-in server, and run other CGI scripts.","VS Code extensions › Auric Artisan Live","554","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/preview-and-devices.md","Preview, devices and phone testing","Preview your served site beside the editor at device sizes, and open it on a real phone with a locally generated QR code.","VS Code extensions › Auric Artisan Live","763","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/project-configuration.md","Project configuration","Keep an Auric Live setup with your repository in auric.live.json, control exclusions with .auricignore-live, and understand how settings, project files and session changes combine.","VS Code extensions › Auric Artisan Live","1014","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/run-targets-and-backends.md","Run a backend or framework dev server","Let Auric Live run your project's backend or framework dev server (PHP, Python, Ruby, Go, Java, Node.js and more), or connect to one already running, and serve it through one address.","VS Code extensions › Auric Artisan Live","2094","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/serve-and-live-reload.md","Serve a folder with live reload","Start the Auric Live server, choose what it serves and where, and control how and when connected pages update.","VS Code extensions › Auric Artisan Live","1520","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/reference.md","Reference: commands, keys and settings","Every Auric Artisan Live command, keyboard shortcut, menu entry, view and setting, with types, defaults and ranges.","VS Code extensions › Auric Artisan Live","5606","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/troubleshooting.md","Troubleshooting","Symptoms, causes and fixes for common Auric Artisan Live problems, from pages that do not update to phones that cannot connect.","VS Code extensions › Auric Artisan Live","1175","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/docs/faq.md","FAQ","Short answers to common questions about Auric Artisan Live.","VS Code extensions › Auric Artisan Live","489","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/others/README.md","Supporting material","Contents of the supporting pages for Auric Artisan Live.","VS Code extensions › Auric Artisan Live","98","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/others/shortcuts.md","Shortcuts","Every keyboard shortcut Auric Artisan Live provides in VS Code, the control panel, the preview and the in-page dashboard.","VS Code extensions › Auric Artisan Live","378","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/others/glossary.md","Glossary","Plain-language definitions of the terms used in the Auric Artisan Live documentation.","VS Code extensions › Auric Artisan Live","515","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/others/limits-and-accuracy.md","Limits and safeguards","The built-in limits of Auric Artisan Live, why they exist, which ones you can change, and how to read its measurements.","VS Code extensions › Auric Artisan Live","604","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/others/privacy.md","Privacy","What Auric Artisan Live keeps on your machine, what can reach the network, and how captured data is protected.","VS Code extensions › Auric Artisan Live","389","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/others/release-notes.md","Release notes","What changed in each published version of Auric Artisan Live.","VS Code extensions › Auric Artisan Live","809","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-live/others/related.md","Related","Other Auric Artisan extensions and pages that work well alongside Auric Artisan Live.","VS Code extensions › Auric Artisan Live","117","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/README.md","Auric Artisan File System","What Auric Artisan File System does, who it is for, how to install it and where to find every guide.","VS Code extensions › Auric Artisan File System","715","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/README.md","Auric Artisan File System guides","Contents of the Auric Artisan File System task guides and reference.","VS Code extensions › Auric Artisan File System","219","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/getting-started.md","Getting started with Auric Artisan File System","Install Auric Artisan File System, learn where its controls live, and complete a first task.","VS Code extensions › Auric Artisan File System","1028","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/create-files-and-structures.md","Create files and structures","Create single files and folders, sibling and child files, and whole nested structures in one line with braces and ranges.","VS Code extensions › Auric Artisan File System","853","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/history-and-workspace-trash.md","History, undo and the workspace trash","Undo and redo Auric file operations, review the history, delete safely into the workspace trash, restore items and control the safety settings.","VS Code extensions › Auric Artisan File System","854","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/organise-tags-groups-profiles.md","Tags, groups and profiles","Organise files without moving them, with tags, groups, virtual folders, favourites, pins, highlights, Explorer exclusions, focus mode and workspace profiles.","VS Code extensions › Auric Artisan File System","835","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/properties-compare-export.md","Properties, compare and export","Inspect a file's properties, compare and merge files, copy paths, and export a JSON manifest of a selection.","VS Code extensions › Auric Artisan File System","941","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/related-files.md","Related files","Jump between a file and its test, style, story, component and documentation, create missing companions, and teach Auric Files your own conventions.","VS Code extensions › Auric Artisan File System","815","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/rename-move-and-copy.md","Rename, move and copy","Rename, move, copy and duplicate files one at a time or in batches, convert extensions, and review every change before it happens.","VS Code extensions › Auric Artisan File System","924","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/search-filter-and-duplicates.md","Search, filters and duplicates","Search the workspace index, build and save filters, sort and group files, and review duplicate and empty files.","VS Code extensions › Auric Artisan File System","1032","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/templates-and-generators.md","Templates and generators","Create files from templates, use the ten framework presets, and write your own templates and generators with variables, filters and conditions.","VS Code extensions › Auric Artisan File System","1436","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/reference.md","Reference: commands, keys and settings","Every Auric Artisan File System command grouped as the product groups them, every keyboard shortcut, menu and setting, with types, defaults and ranges.","VS Code extensions › Auric Artisan File System","4857","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/troubleshooting.md","Troubleshooting","Symptoms, causes and fixes for common Auric Artisan File System problems.","VS Code extensions › Auric Artisan File System","957","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/docs/faq.md","FAQ","Short answers to common questions about Auric Artisan File System.","VS Code extensions › Auric Artisan File System","413","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/others/README.md","Supporting material","Contents of the supporting pages for Auric Artisan File System.","VS Code extensions › Auric Artisan File System","99","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/others/shortcuts.md","Shortcuts","Every keyboard shortcut Auric Artisan File System declares, the six that are always on and the optional deck.","VS Code extensions › Auric Artisan File System","1739","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/others/glossary.md","Glossary","Plain-language definitions of the terms used in the Auric Artisan File System documentation.","VS Code extensions › Auric Artisan File System","393","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/others/limits-and-accuracy.md","Limits and accuracy","What Auric Artisan File System reports and how precisely, its built-in limits, and what it deliberately does not do.","VS Code extensions › Auric Artisan File System","505","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/others/privacy.md","Privacy","What Auric Artisan File System keeps on your machine and what, if anything, uses the network.","VS Code extensions › Auric Artisan File System","224","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/others/release-notes.md","Release notes","What changed in each published version of Auric Artisan File System.","VS Code extensions › Auric Artisan File System","266","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-file-system/others/related.md","Related","Other Auric Artisan extensions and pages that work alongside Auric Artisan File System.","VS Code extensions › Auric Artisan File System","101","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/README.md","Auric Artisan Font Hub","What Auric Artisan Font Hub does, who it is for, how to install it and where to find every guide.","VS Code extensions › Auric Artisan Font Hub","733","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/README.md","Auric Artisan Font Hub guides","Contents of the Auric Artisan Font Hub task guides and reference.","VS Code extensions › Auric Artisan Font Hub","196","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/getting-started.md","Getting started with Auric Artisan Font Hub","Install Auric Artisan Font Hub, learn the sidebar and studio layout, and add a first font to a page.","VS Code extensions › Auric Artisan Font Hub","737","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/add-fonts-to-code.md","Add a font to your code","Add fonts from the Auric font CDN to HTML, CSS and JavaScript files with a reviewable diff, insert explicit embed formats, and add several families at once.","VS Code extensions › Auric Artisan Font Hub","845","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/cdn-and-browser-delivery.md","Check CDN and browser delivery","Run Font Hub's CDN health check and fix fonts that preview in VS Code but do not load on your website.","VS Code extensions › Auric Artisan Font Hub","519","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/find-and-compare-fonts.md","Find and compare fonts","Search and filter the Auric font library, get recommendations for a design intent, and keep favourites, recents and a selection to compare.","VS Code extensions › Auric Artisan Font Hub","1058","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/font-details.md","Font details","Inspect a font family in Font Hub's twelve detail tabs, from the live specimen and waterfall to glyphs, features, styles and licence.","VS Code extensions › Auric Artisan Font Hub","762","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/moving-from-font-library.md","Moving from Font Library","Replace the earlier Auric Artisan Font Library extension with Font Hub without duplicate commands, and know what carries over.","VS Code extensions › Auric Artisan Font Hub","184","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/offline-cache-and-network.md","Offline use, cache and network","What Font Hub can do offline, how it refreshes and caches catalogue data and fonts, and how to switch its network use off.","VS Code extensions › Auric Artisan Font Hub","565","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/self-hosting-kit.md","Export a self-hosting kit","Download fonts from Font Hub as a ZIP kit with CSS, a demo page and licence notices, for hosting on your own server.","VS Code extensions › Auric Artisan Font Hub","461","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/reference.md","Reference: commands, keys and settings","Every Auric Artisan Font Hub command, keyboard shortcut, menu entry, panel control and setting, with types, defaults and ranges.","VS Code extensions › Auric Artisan Font Hub","1408","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/troubleshooting.md","Troubleshooting","Symptoms, causes and fixes for common Auric Artisan Font Hub problems.","VS Code extensions › Auric Artisan Font Hub","612","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/docs/faq.md","FAQ","Short answers to common questions about Auric Artisan Font Hub.","VS Code extensions › Auric Artisan Font Hub","330","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/others/README.md","Supporting material","Contents of the supporting pages for Auric Artisan Font Hub.","VS Code extensions › Auric Artisan Font Hub","103","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/others/shortcuts.md","Shortcuts","The keyboard shortcuts Auric Artisan Font Hub provides in VS Code and inside its panels.","VS Code extensions › Auric Artisan Font Hub","205","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/others/glossary.md","Glossary","Plain-language definitions of the typography and delivery terms used in the Font Hub documentation.","VS Code extensions › Auric Artisan Font Hub","391","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/others/limits-and-accuracy.md","Limits and accuracy","What Font Hub's scores, recommendations, checks and insertion can and cannot guarantee, and its size limits.","VS Code extensions › Auric Artisan Font Hub","387","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/others/privacy.md","Privacy","What Auric Artisan Font Hub keeps on your machine and what it sends over the network.","VS Code extensions › Auric Artisan Font Hub","192","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/others/release-notes.md","Release notes","What changed in each published version of Auric Artisan Font Hub.","VS Code extensions › Auric Artisan Font Hub","301","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-font-hub/others/related.md","Related","Other Auric Artisan extensions, tools and pages that work alongside Font Hub.","VS Code extensions › Auric Artisan Font Hub","103","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/README.md","Auric Artisan Formatter","What Auric Artisan Formatter does, who it is for, how to install it and where to find every guide.","VS Code extensions › Auric Artisan Formatter","692","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/README.md","Auric Artisan Formatter guides","Contents of the Auric Artisan Formatter task guides and references.","VS Code extensions › Auric Artisan Formatter","228","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/getting-started.md","Getting started with Auric Artisan Formatter","Install Auric Artisan Formatter, make it your formatter, learn where its controls are, and preview a first format.","VS Code extensions › Auric Artisan Formatter","643","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/command-line.md","Command line and CI","Run the same Auric formatting engine from a terminal with auric-format, check formatting in CI, and use its flags and exit codes.","VS Code extensions › Auric Artisan Formatter","610","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/configuration.md","Configuration","Configure Auric Artisan Formatter with presets, configuration files, per-language and per-file overrides, .editorconfig, Prettier settings, inline directives and ignore files.","VS Code extensions › Auric Artisan Formatter","980","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/format-and-format-on-save.md","Format files and format on save","Format a document or selection, format on save (including only changed lines), format as you type, and choose which languages Auric formats.","VS Code extensions › Auric Artisan Formatter","623","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/formatter-studio.md","Formatter Studio","Use Formatter Studio and the Explorer sidebar to try options on your own code, see the diff and the reasons, and export a configuration.","VS Code extensions › Auric Artisan Formatter","1241","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/options-reference.md","Options reference","All 391 Auric Artisan Formatter formatting options in 17 categories, with type, default, allowed values and effect.","VS Code extensions › Auric Artisan Formatter","9214","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/presets.md","Presets","The 13 Auric Artisan Formatter presets, what each is for and which options each sets.","VS Code extensions › Auric Artisan Formatter","923","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/preview-diff.md","Preview formatting as a diff","See the formatted result beside your source in a read-only editor, compare the changes, and apply or discard them.","VS Code extensions › Auric Artisan Formatter","480","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/safety-gate-and-tiers.md","The safety gate and formatting tiers","How Auric Artisan Formatter checks every result before it reaches your file, what the native and universal tiers can change, and how to see why a file was formatted as it was.","VS Code extensions › Auric Artisan Formatter","957","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/supported-languages.md","Supported languages","Every language Auric Artisan Formatter formats, grouped by how much it can change.","VS Code extensions › Auric Artisan Formatter","964","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/workspace-scan.md","Scan the workspace","See how many files would change before formatting a repository, review them in the Workspace tab, format them explicitly, or check without writing.","VS Code extensions › Auric Artisan Formatter","857","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/reference.md","Reference: commands, keys and settings","Every Auric Artisan Formatter command, keyboard shortcut, menu entry, status bar state, file and editor setting.","VS Code extensions › Auric Artisan Formatter","1228","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/troubleshooting.md","Troubleshooting","Symptoms, causes and fixes for common Auric Artisan Formatter problems.","VS Code extensions › Auric Artisan Formatter","821","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/docs/faq.md","FAQ","Short answers to common questions about Auric Artisan Formatter.","VS Code extensions › Auric Artisan Formatter","338","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/others/README.md","Supporting material","Contents of the supporting pages for Auric Artisan Formatter.","VS Code extensions › Auric Artisan Formatter","88","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/others/shortcuts.md","Shortcuts","The keyboard shortcuts Auric Artisan Formatter provides in VS Code and inside Formatter Studio.","VS Code extensions › Auric Artisan Formatter","220","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/others/glossary.md","Glossary","Plain-language definitions of the terms used in the Auric Artisan Formatter documentation.","VS Code extensions › Auric Artisan Formatter","325","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/others/limits-and-accuracy.md","Limits and accuracy","What Auric Artisan Formatter's safety gate guarantees, its known gaps in version 0.1.0, and its size and time limits.","VS Code extensions › Auric Artisan Formatter","368","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/others/privacy.md","Privacy","What Auric Artisan Formatter does with your code and settings.","VS Code extensions › Auric Artisan Formatter","146","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/others/release-notes.md","Release notes","What changed in each published version of Auric Artisan Formatter.","VS Code extensions › Auric Artisan Formatter","521","2026-09-25"
"vscode-extensions","vscode-extensions/auric-artisan-formatter/others/related.md","Related","Other Auric Artisan extensions and pages that work alongside the Formatter.","VS Code extensions › Auric Artisan Formatter","96","2026-09-25"
"browser-extension","browser-extension/README.md","Auric Artisan browser extension","What the Auric Artisan browser extension is, who it is for, where to get it and how to start using it.","Browser extension","1061","2026-09-25"
"browser-extension","browser-extension/docs/README.md","Browser extension documentation","The contents of the browser extension's how-to documentation, from installing to every tool and setting.","Browser extension","277","2026-09-25"
"browser-extension","browser-extension/docs/getting-started.md","Getting started","Open the extension, learn the layout of the workspace, take the tour and complete a first task in each space.","Browser extension","942","2026-09-25"
"browser-extension","browser-extension/docs/hindi-interface.md","Hindi interface","Switch the extension's interface to Hindi (हिन्दी), what is translated, what stays as it is and why, and how the browser's own texts follow its language.","Browser extension","359","2026-09-25"
"browser-extension","browser-extension/docs/permissions.md","Permissions","Every permission Auric Artisan asks for, when the browser asks, why each is needed, and how to review or revoke them.","Browser extension","628","2026-09-25"
"browser-extension","browser-extension/docs/reference.md","Reference","Every control, option, output, setting, shortcut and limit of the Auric Artisan browser extension in one place.","Browser extension","1963","2026-09-25"
"browser-extension","browser-extension/docs/troubleshooting.md","Troubleshooting","Symptoms, causes and fixes for the Auric Artisan browser extension — page tools, the eyedropper, pickers, the right-click menu, shortcuts, audits and data.","Browser extension","1378","2026-09-25"
"browser-extension","browser-extension/docs/faq.md","FAQ","Short answers to common questions about the Auric Artisan browser extension.","Browser extension","684","2026-09-25"
"browser-extension","browser-extension/docs/check/README.md","Check tools","The tools in the Check space — Contrast, Vision, Audit and Findings — and the rules the audit applies.","Browser extension › Check","263","2026-09-25"
"browser-extension","browser-extension/docs/check/all-findings.md","Findings","One list of everything the tools found — accessibility, contrast and inspection problems — ordered by severity, with actions for each.","Browser extension › Check","311","2026-09-25"
"browser-extension","browser-extension/docs/check/audit-rules.md","Audit rules","Every rule in the extension's accessibility engine, grouped by category, with its impact, WCAG 2.2 success criteria and whether the audit runs it.","Browser extension › Check","1714","2026-09-25"
"browser-extension","browser-extension/docs/check/audit.md","Audit","Audit the current page against WCAG 2.2 A and AA, read the contrast results, outline problems on the page, and export the results.","Browser extension › Check","790","2026-09-25"
"browser-extension","browser-extension/docs/check/contrast.md","Contrast","Check a text and background colour pair against WCAG 2.2 and APCA, read the verdict and size guidance, and fix the pair to the nearest passing colour.","Browser extension › Check","643","2026-09-25"
"browser-extension","browser-extension/docs/check/vision.md","Vision","See the live page through eight colour-vision deficiency and four low-vision simulations, compare side by side, and capture the result.","Browser extension › Check","448","2026-09-25"
"browser-extension","browser-extension/docs/code/README.md","Code tools","The tools in the Code space — Inspect, Tokens and Snippets — and every code format the extension can export.","Browser extension › Code","122","2026-09-25"
"browser-extension","browser-extension/docs/code/code-export.md","Code export formats","Every format the extension can copy or download, which tool produces it, and what the output looks like.","Browser extension › Code","704","2026-09-25"
"browser-extension","browser-extension/docs/code/inspect.md","Inspect","Select an element on the page and read its full snapshot in the popup — box model, styles, matched rules, accessibility, DOM, locators — and try CSS on it live.","Browser extension › Code","696","2026-09-25"
"browser-extension","browser-extension/docs/code/snippets.md","Snippets","Keep reusable code in the extension's on-device vault — save from tools or paste your own, search, filter by site, copy and export.","Browser extension › Code","360","2026-09-25"
"browser-extension","browser-extension/docs/code/tokens.md","Tokens","Read a web page's design tokens — CSS custom properties, font families and type scale — and export them as CSS, W3C tokens, a Tailwind @theme block or JSON.","Browser extension › Code","407","2026-09-25"
"browser-extension","browser-extension/docs/colour/README.md","Colour tools","The tools in the Colour space — Picker, Page palette, Image, Gradient, Mix, and the Harmony, Scale and Convert tools behind the Picker.","Browser extension › Colour","197","2026-09-25"
"browser-extension","browser-extension/docs/colour/convert.md","Convert","Type a colour in any of ten formats and read it in all the others at once, with random, invert and complement helpers.","Browser extension › Colour","205","2026-09-25"
"browser-extension","browser-extension/docs/colour/gradient.md","Gradient","Build a linear, radial or conic CSS gradient from two or more stops, choose the interpolation space, and copy or save the CSS.","Browser extension › Colour","319","2026-09-25"
"browser-extension","browser-extension/docs/colour/harmony.md","Harmony","Build a colour harmony from a base colour in nine schemes on a wheel you can drag, then copy, send or save it.","Browser extension › Colour","277","2026-09-25"
"browser-extension","browser-extension/docs/colour/image.md","Image","Build a palette from an image you drop, paste or choose, or from a capture of the visible tab, entirely on your device.","Browser extension › Colour","278","2026-09-25"
"browser-extension","browser-extension/docs/colour/mix.md","Mix","Mix two colours at any percentage in sRGB, linear RGB, LAB, OKLAB or HSL, or blend them with a blend mode, and copy the result.","Browser extension › Colour","210","2026-09-25"
"browser-extension","browser-extension/docs/colour/page-palette.md","Page palette","Read every colour a web page uses, switch between views and sorting modes, inspect a colour, and copy or export the palette.","Browser extension › Colour","565","2026-09-25"
"browser-extension","browser-extension/docs/colour/picker.md","Picker","Sample a colour from the screen or set one by hand, read it in twelve formats, and use the Picker's Specs, Harmony, Scale, Contrast, Vision and Code panes.","Browser extension › Colour","799","2026-09-25"
"browser-extension","browser-extension/docs/colour/scale.md","Scale","Generate Tailwind and Material colour scales, tints, shades and tones from one colour, inspect each step, and export the scale.","Browser extension › Colour","395","2026-09-25"
"browser-extension","browser-extension/docs/install/README.md","Install the extension","Which browsers the extension supports and how to install it on each one, from a store or from a ZIP package.","Browser extension › Install","439","2026-09-25"
"browser-extension","browser-extension/docs/install/chrome-and-chromium.md","Install on Chrome and Chromium browsers","Install Auric Artisan from the Chrome Web Store in Chrome, Brave, Vivaldi or Arc, pin it and open it.","Browser extension › Install","438","2026-09-25"
"browser-extension","browser-extension/docs/install/edge.md","Install on Microsoft Edge","Install Auric Artisan in Microsoft Edge from the Chrome Web Store listing, or load the Edge package from a ZIP.","Browser extension › Install","280","2026-09-25"
"browser-extension","browser-extension/docs/install/firefox.md","Install on Firefox","Install Auric Artisan from Firefox Add-ons, open the sidebar, and understand what differs in Firefox.","Browser extension › Install","355","2026-09-25"
"browser-extension","browser-extension/docs/install/load-from-a-zip.md","Load from a ZIP","Load an unpacked copy of Auric Artisan from the ZIP packages on the product page, in a Chromium browser or in Firefox.","Browser extension › Install","421","2026-09-25"
"browser-extension","browser-extension/docs/install/opera.md","Install on Opera","Install Auric Artisan in Opera from the Chrome Web Store listing, or load the Opera package from a ZIP.","Browser extension › Install","249","2026-09-25"
"browser-extension","browser-extension/docs/install/safari.md","Safari","Auric Artisan is not published for Safari; how to convert the Chromium package yourself on macOS, and what to expect.","Browser extension › Install","232","2026-09-25"
"browser-extension","browser-extension/docs/install/update-and-remove.md","Update and remove","How Auric Artisan updates, how to update a copy loaded from a ZIP, how to keep your data across a reinstall, and how to uninstall.","Browser extension › Install","382","2026-09-25"
"browser-extension","browser-extension/docs/on-websites/README.md","On websites","The optional features that work on websites themselves — Auric pickers for form controls, the compact colour picker, the custom right-click menu — and the entries in the browser's own menu.","Browser extension › On websites","215","2026-09-25"
"browser-extension","browser-extension/docs/on-websites/browser-menu-items.md","Browser menu items","The Auric Artisan entries added to the browser's own right-click menu and toolbar-icon menu, what each does, and how to turn them off.","Browser extension › On websites","243","2026-09-25"
"browser-extension","browser-extension/docs/on-websites/colour-picker-on-pages.md","Colour picker on pages","The compact Auric colour picker that replaces a website's colour inputs — its layout, formats, the five panes, opacity and theme.","Browser extension › On websites","349","2026-09-25"
"browser-extension","browser-extension/docs/on-websites/for-site-owners.md","For site owners","How a website can keep its form controls native and keep the browser's right-click menu for visitors who use the Auric Artisan extension.","Browser extension › On websites","316","2026-09-25"
"browser-extension","browser-extension/docs/on-websites/right-click-menu.md","Right-click menu","The extension's optional right-click menu for websites — turning it on, scenes and their actions, the header, quick bar, filter, submenus, pinning, the gear, keys, and stepping aside.","Browser extension › On websites","1409","2026-09-25"
"browser-extension","browser-extension/docs/on-websites/website-pickers.md","Website pickers","Give a website's form controls Auric pickers — colour, select, multi-select, suggestions, dates, times, number, range, file, checkbox and radio — and control where they apply.","Browser extension › On websites","622","2026-09-25"
"browser-extension","browser-extension/docs/saved/README.md","Saved","The Saved space — your colour library and palettes, your colour history, and links to the full-size tools on auricartisan.com.","Browser extension › Saved","111","2026-09-25"
"browser-extension","browser-extension/docs/saved/history.md","History","The extension's colour history — your last 50 colours, how to copy or reopen them, clear them, or turn history off.","Browser extension › Saved","219","2026-09-25"
